CHR	TSS	Gene-Symbol	Category	Strand	TS_ID
chr10	106400859	SORCS3	WGS	1	SORCS3
chr10	108924284	SORCS1	WGS	-1	SORCS1
chr10	111683311	XPNPEP1	WGS	-1	XPNPEP1
chr10	111713649	RP11-451M19.3	WGS	-1	RP11-451M19.3
chr10	111767720	ADD3	WGS	1	ADD3
chr10	111967363	MXI1	WGS	1	MXI1
chr10	112064709	SMNDC1	WGS	-1	SMNDC1
chr10	112257596	DUSP5	WGS	1	DUSP5
chr10	112327449	SMC3	WGS	1	SMC3
chr10	112404155	RBM20	WGS	1	RBM20
chr10	112631565	PDCD4	WGS	1	PDCD4
chr10	112678959	BBIP1	WGS	-1	BBIP1
chr10	112679305	SHOC2	WGS	1	SHOC2
chr10	112836790	ADRA2A	WGS	1	ADRA2A
chr10	113943521	GPAM	WGS	-1	GPAM
chr10	114043493	TECTB	WGS	1	TECTB
chr10	114135956	ACSL5	WGS	1	ACSL5
chr10	114206672	ZDHHC6	WGS	-1	ZDHHC6
chr10	114207016	VTI1A	WGS	1	VTI1A
chr10	114710009	TCF7L2	WGS	1	TCF7L2
chr10	115312785	HABP2	WGS	1	HABP2
chr10	115423886	NRAP	WGS	-1	NRAP
chr10	115439426	CASP7	WGS	1	CASP7
chr10	115524578	PLEKHS1	WGS	1	PLEKHS1
chr10	115613859	DCLRE1A	WGS	-1	DCLRE1A
chr10	115614420	NHLRC2	WGS	1	NHLRC2
chr10	115674530	AL162407.1	WGS	1	AL162407.1
chr10	115803806	ADRB1	WGS	1	ADRB1
chr10	115933979	C10orf118	WGS	-1	C10orf118
chr10	115939029	TDRD1	WGS	1	TDRD1
chr10	115999018	VWA2	WGS	1	VWA2
chr10	116164244	AFAP1L2	WGS	-1	AFAP1L2
chr10	116418057	ABLIM1	WGS	-1	ABLIM1
chr10	116581503	FAM160B1	WGS	1	FAM160B1
chr10	116697952	TRUB1	WGS	1	TRUB1
chr10	116853384	ATRNL1	WGS	1	ATRNL1
chr10	118032979	GFRA1	WGS	-1	GFRA1
chr10	118083940	CCDC172	WGS	1	CCDC172
chr10	118187379	PNLIPRP3	WGS	1	PNLIPRP3
chr10	118305443	PNLIP	WGS	1	PNLIP
chr10	118350481	PNLIPRP1	WGS	1	PNLIPRP1
chr10	118380465	PNLIPRP2	WGS	1	PNLIPRP2
chr10	118429481	C10orf82	WGS	-1	C10orf82
chr10	118502085	HSPA12A	WGS	-1	HSPA12A
chr10	118609023	ENO4	WGS	1	ENO4
chr10	118765088	KIAA1598	WGS	-1	KIAA1598
chr10	118897567	VAX1	WGS	-1	VAX1
chr10	118957000	KCNK18	WGS	1	KCNK18
chr10	119000604	SLC18A2	WGS	1	SLC18A2
chr10	119134978	PDZD8	WGS	-1	PDZD8
chr10	119301955	EMX2	WGS	1	EMX2
chr10	119806114	RAB11FIP2	WGS	-1	RAB11FIP2
chr10	120101832	FAM204A	WGS	-1	FAM204A
chr10	120355160	PRLHR	WGS	-1	PRLHR
chr10	120514758	CACUL1	WGS	-1	CACUL1
chr10	120789228	NANOS1	WGS	1	NANOS1
chr10	120840316	EIF3A	WGS	-1	EIF3A
chr10	120863629	FAM45A	WGS	1	FAM45A
chr10	120925179	SFXN4	WGS	-1	SFXN4
chr10	120938345	PRDX3	WGS	-1	PRDX3
chr10	120967101	GRK5	WGS	1	GRK5
chr10	121302220	RGS10	WGS	-1	RGS10
chr10	121356007	TIAL1	WGS	-1	TIAL1
chr10	121410882	BAG3	WGS	1	BAG3
chr10	121485609	INPP5F	WGS	1	INPP5F
chr10	121632266	MCMBP	WGS	-1	MCMBP
chr10	121652223	SEC23IP	WGS	1	SEC23IP
chr10	122216466	PPAPDC1A	WGS	1	PPAPDC1A
chr10	122357721	C10orf85	WGS	1	C10orf85
chr10	122610687	WDR11	WGS	1	WDR11
chr10	123357917	FGFR2	WGS	-1	FGFR2
chr10	123687551	ATE1	WGS	-1	ATE1
chr10	123734732	NSMCE4A	WGS	-1	NSMCE4A
chr10	123748709	TACC2	WGS	1	TACC2
chr10	124030821	BTBD16	WGS	1	BTBD16
chr10	124134212	PLEKHA1	WGS	1	PLEKHA1
chr10	124214169	ARMS2	WGS	1	ARMS2
chr10	124221041	HTRA1	WGS	1	HTRA1
chr10	124320181	DMBT1	WGS	1	DMBT1
chr10	124459338	C10orf120	WGS	-1	C10orf120
chr10	124610309	CUZD1	WGS	-1	CUZD1
chr10	124639114	FAM24B	WGS	-1	FAM24B
chr10	124670217	FAM24A	WGS	1	FAM24A
chr10	124713919	C10orf88	WGS	-1	C10orf88
chr10	124739556	PSTK	WGS	1	PSTK
chr10	124768333	IKZF5	WGS	-1	IKZF5
chr10	124768532	ACADSB	WGS	1	ACADSB
chr10	124895478	HMX3	WGS	1	HMX3
chr10	124907638	HMX2	WGS	1	HMX2
chr10	124913793	BUB3	WGS	1	BUB3
chr10	125425871	GPR26	WGS	1	GPR26
chr10	125651330	CPXM2	WGS	-1	CPXM2
chr10	125851970	CHST15	WGS	-1	CHST15
chr10	126107505	OAT	WGS	-1	OAT
chr10	126138753	NKX1-2	WGS	-1	NKX1-2
chr10	126150404	LHPP	WGS	1	LHPP
chr10	126432619	FAM53B	WGS	-1	FAM53B
chr10	126480439	METTL10	WGS	-1	METTL10
chr10	126490354	FAM175B	WGS	1	FAM175B
chr10	126630692	ZRANB1	WGS	1	ZRANB1
chr10	126716459	CTBP2	WGS	-1	CTBP2
chr10	127371713	TEX36	WGS	-1	TEX36
chr10	127408145	EDRF1	WGS	1	EDRF1
chr10	127464390	MMP21	WGS	-1	MMP21
chr10	127511796	UROS	WGS	-1	UROS
chr10	127512115	BCCIP	WGS	1	BCCIP
chr10	127569884	DHX32	WGS	-1	DHX32
chr10	127585108	FANK1	WGS	1	FANK1
chr10	128077024	ADAM12	WGS	-1	ADAM12
chr10	128210010	C10orf90	WGS	-1	C10orf90
chr10	128593978	DOCK1	WGS	1	DOCK1
chr10	128994422	FAM196A	WGS	-1	FAM196A
chr10	129347613	NPS	negativeControl	1	NPS
chr10	129535499	FOXI2	WGS	1	FOXI2
chr10	129691211	CLRN3	WGS	-1	CLRN3
chr10	129705325	PTPRE	WGS	1	PTPRE
chr10	129924649	MKI67	WGS	-1	MKI67
chr10	131265448	MGMT	WGS	1	MGMT
chr10	131309525	AL355531.2	WGS	-1	AL355531.2
chr10	131762105	EBF3	WGS	-1	EBF3
chr10	131934663	GLRX3	WGS	1	GLRX3
chr10	133109984	TCERG1L	WGS	-1	TCERG1L
chr10	133622535	AL450307.1	WGS	-1	AL450307.1
chr10	133747955	PPP2R2D	WGS	1	PPP2R2D
chr10	133795435	BNIP3	WGS	-1	BNIP3
chr10	133918175	JAKMIP3	WGS	1	JAKMIP3
chr10	134000404	DPYSL4	WGS	1	DPYSL4
chr10	134121444	STK32C	WGS	-1	STK32C
chr10	134145704	LRRC27	WGS	1	LRRC27
chr10	134210672	PWWP2B	WGS	1	PWWP2B
chr10	134258693	C10orf91	WGS	1	C10orf91
chr10	134351324	INPP5A	WGS	1	INPP5A
chr10	134599556	NKX6-2	WGS	-1	NKX6-2
chr10	134756089	TTC40	WGS	-1	TTC40
chr10	134901409	GPR123	WGS	1	GPR123
chr10	134973951	KNDC1	WGS	1	KNDC1
chr10	135043778	UTF1	WGS	1	UTF1
chr10	135050908	VENTX	WGS	1	VENTX
chr10	135090372	ADAM8	WGS	-1	ADAM8
chr10	135116485	TUBGCP2	WGS	-1	TUBGCP2
chr10	135121979	ZNF511	WGS	1	ZNF511
chr10	135150411	CALY	WGS	-1	CALY
chr10	135160650	PRAP1	WGS	1	PRAP1
chr10	135171529	FUOM	WGS	-1	FUOM
chr10	135187193	ECHS1	WGS	-1	ECHS1
chr10	135192738	PAOX	WGS	1	PAOX
chr10	135193102	AL360181.1	WGS	-1	AL360181.1
chr10	135204338	RP11-108K14.8	WGS	1	RP11-108K14.8
chr10	135207675	MTG1	WGS	1	MTG1
chr10	135382916	SPRN	WGS	-1	SPRN
chr10	135333910	CYP2E1	WGS	1	CYP2E1
chr10	135342661	AL161645.2	WGS	-1	AL161645.2
chr10	135379138	SYCE1	WGS	-1	SYCE1
chr10	135440299	FRG2B	WGS	-1	FRG2B
chr11	207428	BET1L	WGS	-1	BET1L
chr11	193080	SCGB1C1	WGS	1	SCGB1C1
chr11	196738	ODF3	WGS	1	ODF3
chr11	208530	RIC8A	WGS	1	RIC8A
chr11	236431	SIRT3	WGS	-1	SIRT3
chr11	236977	PSMD13	WGS	1	PSMD13
chr11	278570	NLRP6	WGS	1	NLRP6
chr11	289138	ATHL1	WGS	1	ATHL1
chr11	299526	IFITM5	WGS	-1	IFITM5
chr11	308163	IFITM2	WGS	1	IFITM2
chr11	313853	IFITM1	WGS	1	IFITM1
chr11	321050	IFITM3	WGS	-1	IFITM3
chr11	369804	B4GALNT4	WGS	1	B4GALNT4
chr11	394217	PKP3	WGS	1	PKP3
chr11	414976	SIGIRR	WGS	-1	SIGIRR
chr11	442011	ANO9	WGS	-1	ANO9
chr11	450280	PTDSS2	WGS	1	PTDSS2
chr11	503570	RNH1	WGS	-1	RNH1
chr11	535550	HRAS	WGS	-1	HRAS
chr11	537527	LRRC56	WGS	1	LRRC56
chr11	560779	C11orf35	WGS	-1	C11orf35
chr11	561052	RASSF7	WGS	1	RASSF7
chr11	576521	PHRF1	WGS	1	PHRF1
chr11	615728	IRF7	WGS	-1	IRF7
chr11	626078	CDHR5	WGS	-1	CDHR5
chr11	627143	SCT	WGS	-1	SCT
chr11	637293	DRD4	WGS	1	DRD4
chr11	695532	DEAF1	WGS	-1	DEAF1
chr11	706117	EPS8L2	WGS	1	EPS8L2
chr11	695616	TMEM80	WGS	1	TMEM80
chr11	747329	TALDO1	WGS	1	TALDO1
chr11	777484	PDDC1	WGS	-1	PDDC1
chr11	777582	AP006621.5	WGS	1	AP006621.5
chr11	790123	CEND1	WGS	-1	CEND1
chr11	796361	SLC25A22	WGS	-1	SLC25A22
chr11	805245	PIDD	WGS	-1	PIDD
chr11	809647	RPLP2	WGS	1	RPLP2
chr11	818902	PNPLA2	WGS	1	PNPLA2
chr11	827585	EFCAB4A	WGS	1	EFCAB4A
chr11	832843	CD151	WGS	1	CD151
chr11	842545	POLR2L	WGS	-1	POLR2L
chr11	844446	TSPAN4	WGS	1	TSPAN4
chr11	904923	CHID1	WGS	-1	CHID1
chr11	925881	AP2A2	WGS	1	AP2A2
chr11	1036706	MUC6	WGS	-1	MUC6
chr11	1074875	MUC2	WGS	1	MUC2
chr11	1151580	MUC5AC	WGS	1	MUC5AC
chr11	1244296	MUC5B	WGS	1	MUC5B
chr11	1330852	TOLLIP	WGS	-1	TOLLIP
chr11	1295809	AC136297.1	WGS	1	AC136297.1
chr11	1432382	BRSK2	WGS	1	BRSK2
chr11	1507976	MOB2	WGS	-1	MOB2
chr11	1593150	DUSP8	WGS	-1	DUSP8
chr11	1606513	KRTAP5-1	WGS	-1	KRTAP5-1
chr11	1619524	KRTAP5-2	negativeControl	-1	KRTAP5-2
chr11	1629693	KRTAP5-3	WGS	-1	KRTAP5-3
chr11	1643368	KRTAP5-4	WGS	-1	KRTAP5-4
chr11	1651033	KRTAP5-5	WGS	1	KRTAP5-5
chr11	1718425	KRTAP5-6	WGS	1	KRTAP5-6
chr11	1771821	IFITM10	WGS	-1	IFITM10
chr11	1780281	RP11-295K3.1	WGS	-1	RP11-295K3.1
chr11	1785222	CTSD	WGS	-1	CTSD
chr11	1855674	SYT8	WGS	1	SYT8
chr11	1860711	TNNI2	WGS	1	TNNI2
chr11	1886395	LSP1	WGS	1	LSP1
chr11	1912084	C11orf89	WGS	-1	C11orf89
chr11	1940792	TNNT3	WGS	1	TNNT3
chr11	1968508	MRPL23	WGS	1	MRPL23
chr11	2162468	IGF2	WGS	-1	IGF2
chr11	2182439	INS-IGF2	WGS	-1	INS-IGF2
chr11	2182434	INS	WGS	-1	INS
chr11	2193035	TH	WGS	-1	TH
chr11	2292182	ASCL2	WGS	-1	ASCL2
chr11	2323143	C11orf21	WGS	-1	C11orf21
chr11	2323243	TSPAN32	WGS	1	TSPAN32
chr11	2398524	CD81	WGS	1	CD81
chr11	2421766	TSSC4	WGS	1	TSSC4
chr11	2444275	TRPM5	WGS	-1	TRPM5
chr11	2466221	KCNQ1	WGS	1	KCNQ1
chr11	2907111	CDKN1C	WGS	-1	CDKN1C
chr11	2924970	SLC22A18AS	WGS	-1	SLC22A18AS
chr11	2923650	SLC22A18	WGS	1	SLC22A18
chr11	2950685	PHLDA2	WGS	-1	PHLDA2
chr11	3013607	NAP1L4	WGS	-1	NAP1L4
chr11	3011093	AC131971.1	WGS	1	AC131971.1
chr11	3078667	CARS	WGS	-1	CARS
chr11	3186584	OSBPL5	WGS	-1	OSBPL5
chr11	3240043	MRGPRG	WGS	-1	MRGPRG
chr11	3253616	MRGPRE	WGS	-1	MRGPRE
chr11	3400397	ZNF195	WGS	-1	ZNF195
chr11	3663485	ART5	WGS	-1	ART5
chr11	3666361	ART1	WGS	1	ART1
chr11	3692614	CHRNA10	WGS	-1	CHRNA10
chr11	3819022	NUP98	WGS	-1	NUP98
chr11	3829691	PGAP2	WGS	1	PGAP2
chr11	3862213	RHOG	WGS	-1	RHOG
chr11	3876932	STIM1	WGS	1	STIM1
chr11	4116039	RRM1	WGS	1	RRM1
chr11	4389616	OR52B4	WGS	-1	OR52B4
chr11	4414926	TRIM21	WGS	-1	TRIM21
chr11	4470525	OR52K2	WGS	1	OR52K2
chr11	4510109	OR52K1	WGS	1	OR52K1
chr11	4566421	OR52M1	WGS	1	OR52M1
chr11	4599050	C11orf40	WGS	-1	C11orf40
chr11	4608021	OR52I2	negativeControl	1	OR52I2
chr11	4615269	OR52I1	WGS	1	OR52I1
chr11	4629489	TRIM68	WGS	-1	TRIM68
chr11	4660945	OR51D1	WGS	1	OR51D1
chr11	4664650	OR51E1	WGS	1	OR51E1
chr11	4719072	OR51E2	WGS	-1	OR51E2
chr11	4788500	MMP26	WGS	1	MMP26
chr11	4791147	OR51F1	WGS	-1	OR51F1
chr11	4825610	OR52R1	WGS	-1	OR52R1
chr11	4842551	OR51F2	WGS	1	OR51F2
chr11	4870514	OR51S1	WGS	-1	OR51S1
chr11	4881794	OR51H1P	WGS	-1	OR51H1P
chr11	4903049	OR51T1	WGS	1	OR51T1
chr11	4928600	OR51A7	WGS	1	OR51A7
chr11	4936922	OR51G2	WGS	-1	OR51G2
chr11	4945637	OR51G1	WGS	-1	OR51G1
chr11	4968356	OR51A4	negativeControl	-1	OR51A4
chr11	4976943	OR51A2	negativeControl	-1	OR51A2
chr11	5020213	OR51L1	WGS	1	OR51L1
chr11	5067756	OR52J3	WGS	1	OR52J3
chr11	5080857	OR52E2	WGS	-1	OR52E2
chr11	5153872	OR52A5	WGS	-1	OR52A5
chr11	5207612	OR52A1	WGS	-1	OR52A1
chr11	5221930	OR51V1	WGS	-1	OR51V1
chr11	5248301	HBB	WGS	-1	HBB
chr11	5255878	HBD	WGS	-1	HBD
chr11	5271122	HBG1	WGS	-1	HBG1
chr11	5667019	HBG2	WGS	-1	HBG2
chr11	5526834	HBE1	WGS	-1	HBE1
chr11	5323226	OR51B4	WGS	-1	OR51B4
chr11	5345582	OR51B2	WGS	-1	OR51B2
chr11	5364809	OR51B5	WGS	-1	OR51B5
chr11	5372738	OR51B6	WGS	1	OR51B6
chr11	5410607	OR51M1	WGS	1	OR51M1
chr11	5423827	OR51J1	WGS	1	OR51J1
chr11	5443341	OR51Q1	WGS	1	OR51Q1
chr11	5462744	OR51I1	WGS	-1	OR51I1
chr11	5474638	OR51I2	WGS	1	OR51I2
chr11	5509915	OR52D1	WGS	1	OR52D1
chr11	5531215	UBQLN3	WGS	-1	UBQLN3
chr11	5537935	UBQLNL	WGS	-1	UBQLNL
chr11	5566779	OR52H1	WGS	-1	OR52H1
chr11	5602107	OR52B6	WGS	1	OR52B6
chr11	5617886	TRIM6	WGS	1	TRIM6
chr11	5617955	TRIM6-TRIM34	WGS	1	TRIM6-TRIM34
chr11	5640994	TRIM34	WGS	1	TRIM34
chr11	5706293	TRIM5	WGS	-1	TRIM5
chr11	5710919	TRIM22	WGS	1	TRIM22
chr11	5757681	OR56B1	WGS	1	OR56B1
chr11	5775923	OR52N4	WGS	1	OR52N4
chr11	5799897	OR52N5	WGS	-1	OR52N5
chr11	5810046	OR52N1	WGS	-1	OR52N1
chr11	5841544	OR52N2	WGS	1	OR52N2
chr11	5863127	OR52E6	negativeControl	-1	OR52E6
chr11	5878964	OR52E8	WGS	-1	OR52E8
chr11	5905501	OR52E4	WGS	1	OR52E4
chr11	5968570	OR56A3	WGS	1	OR56A3
chr11	6008215	OR52L1	WGS	-1	OR52L1
chr11	6024424	OR56A4	WGS	-1	OR56A4
chr11	6048971	OR56A1	WGS	-1	OR56A1
chr11	6128914	OR56B4	WGS	1	OR56B4
chr11	6149840	OR56B3P	WGS	1	OR56B3P
chr11	6173818	OR52B1P	WGS	-1	OR52B1P
chr11	6191638	OR52B2	WGS	-1	OR52B2
chr11	6220376	OR52W1	WGS	1	OR52W1
chr11	6226796	C11orf42	WGS	1	C11orf42
chr11	6255941	FAM160A2	WGS	-1	FAM160A2
chr11	6260322	CNGA4	WGS	1	CNGA4
chr11	6280966	CCKBR	WGS	1	CCKBR
chr11	6341877	PRKCDBP	WGS	-1	PRKCDBP
chr11	6411661	SMPD1	WGS	1	SMPD1
chr11	6440300	APBB1	WGS	-1	APBB1
chr11	6462294	HPX	WGS	-1	HPX
chr11	6495689	TRIM3	WGS	-1	TRIM3
chr11	6502542	ARFIP2	WGS	-1	ARFIP2
chr11	6502677	TIMM10B	WGS	1	TIMM10B
chr11	6518526	DNHD1	WGS	1	DNHD1
chr11	6624850	RRP8	WGS	-1	RRP8
chr11	6625046	ILK	WGS	1	ILK
chr11	6633898	TAF10	WGS	-1	TAF10
chr11	6640692	TPP1	WGS	-1	TPP1
chr11	6677085	DCHS1	WGS	-1	DCHS1
chr11	6704632	MRPL17	WGS	-1	MRPL17
chr11	6790286	OR2AG2	WGS	-1	OR2AG2
chr11	6806248	OR2AG1	negativeControl	1	OR2AG1
chr11	6817128	OR6A2	WGS	-1	OR6A2
chr11	6866883	OR10A5	negativeControl	1	OR10A5
chr11	6890924	OR10A2	WGS	1	OR10A2
chr11	6897856	OR10A4	WGS	1	OR10A4
chr11	6913830	OR2D2	WGS	-1	OR2D2
chr11	6942205	OR2D3	WGS	1	OR2D3
chr11	6947654	ZNF215	WGS	1	ZNF215
chr11	7041599	ZNF214	WGS	-1	ZNF214
chr11	7041677	NLRP14	WGS	1	NLRP14
chr11	7110165	RBMXL2	WGS	1	RBMXL2
chr11	7273181	SYT9	WGS	1	SYT9
chr11	7506713	OLFML1	WGS	1	OLFML1
chr11	7535001	PPFIBP2	WGS	1	PPFIBP2
chr11	7695439	CYB5R2	WGS	-1	CYB5R2
chr11	7727941	OVCH2	WGS	-1	OVCH2
chr11	7818520	OR5P2	WGS	-1	OR5P2
chr11	7847519	OR5P3	WGS	-1	OR5P3
chr11	7950209	OR10A6	WGS	-1	OR10A6
chr11	7961141	OR10A3	WGS	-1	OR10A3
chr11	7985204	NLRP10	WGS	-1	NLRP10
chr11	7991798	EIF3F	WGS	1	EIF3F
chr11	8060180	TUB	WGS	1	TUB
chr11	8190536	RIC3	WGS	-1	RIC3
chr11	8285405	LMO1	WGS	-1	LMO1
chr11	8497371	STK33	WGS	-1	STK33
chr11	8693413	TRIM66	WGS	-1	TRIM66
chr11	8703958	RPL27A	WGS	1	RPL27A
chr11	8932498	ST5	WGS	-1	ST5
chr11	8932687	AKIP1	WGS	1	AKIP1
chr11	8954536	C11orf16	WGS	-1	C11orf16
chr11	8964580	ASCL3	WGS	-1	ASCL3
chr11	8986320	TMEM9B	WGS	-1	TMEM9B
chr11	9025596	NRIP3	WGS	-1	NRIP3
chr11	9113146	SCUBE2	WGS	-1	SCUBE2
chr11	9286937	DENND5A	WGS	-1	DENND5A
chr11	9336327	TMEM41B	WGS	-1	TMEM41B
chr11	9406169	IPO7	WGS	1	IPO7
chr11	9482010	AC132192.1	WGS	-1	AC132192.1
chr11	9482512	ZNF143	WGS	1	ZNF143
chr11	9595228	WEE1	WGS	1	WEE1
chr11	9685624	SWAP70	WGS	1	SWAP70
chr11	10315754	SBF2	WGS	-1	SBF2
chr11	10326631	ADM	WGS	1	ADM
chr11	10472228	AMPD3	WGS	1	AMPD3
chr11	10530723	MTRNR2L8	WGS	-1	MTRNR2L8
chr11	10562764	RNF141	WGS	-1	RNF141
chr11	10590238	LYVE1	WGS	-1	LYVE1
chr11	10715299	MRVI1	WGS	-1	MRVI1
chr11	10772534	CTR9	WGS	1	CTR9
chr11	10829520	EIF4G2	WGS	-1	EIF4G2
chr11	10879620	ZBED5	WGS	-1	ZBED5
chr11	11643552	GALNT18	WGS	-1	GALNT18
chr11	11374904	CSNK2A3	WGS	-1	CSNK2A3
chr11	11747257	AC131935.1	WGS	-1	AC131935.1
chr11	11862970	USP47	WGS	1	USP47
chr11	12030629	DKK3	WGS	-1	DKK3
chr11	12132138	MICAL2	WGS	1	MICAL2
chr11	12308447	MICALCL	WGS	1	MICALCL
chr11	12398732	PARVA	WGS	1	PARVA
chr11	12766588	TEAD1	WGS	1	TEAD1
chr11	13299345	ARNTL	WGS	1	ARNTL
chr11	13484827	BTBD10	WGS	-1	BTBD10
chr11	13517567	PTH	WGS	-1	PTH
chr11	13690217	FAR1	WGS	1	FAR1
chr11	14380730	RRAS2	WGS	-1	RRAS2
chr11	14521398	COPB1	WGS	-1	COPB1
chr11	14665163	PSMA1	WGS	-1	PSMA1
chr11	14665269	PDE3B	WGS	1	PDE3B
chr11	14913798	CYP2R1	WGS	-1	CYP2R1
chr11	15095108	CALCB	WGS	1	CALCB
chr11	14993900	CALCA	WGS	-1	CALCA
chr11	15133970	INSC	WGS	1	INSC
chr11	16497935	SOX6	WGS	-1	SOX6
chr11	16759948	C11orf58	WGS	1	C11orf58
chr11	17035959	PLEKHA7	WGS	-1	PLEKHA7
chr11	17099334	RPS13	WGS	-1	RPS13
chr11	17191288	PIK3C2A	WGS	-1	PIK3C2A
chr11	17298312	NUCB2	WGS	1	NUCB2
chr11	17373273	NCR3LG1	WGS	1	NCR3LG1
chr11	17410206	KCNJ11	WGS	-1	KCNJ11
chr11	17498392	ABCC8	WGS	-1	ABCC8
chr11	17565854	USH1C	WGS	-1	USH1C
chr11	17568920	OTOG	WGS	1	OTOG
chr11	17741115	MYOD1	WGS	1	MYOD1
chr11	17756359	KCNC1	WGS	1	KCNC1
chr11	18034709	SERGEF	WGS	-1	SERGEF
chr11	18062872	TPH1	WGS	-1	TPH1
chr11	18127638	SAAL1	WGS	-1	SAAL1
chr11	18142502	MRGPRX3	WGS	1	MRGPRX3
chr11	18211042	RP11-113D6.6	WGS	-1	RP11-113D6.6
chr11	18194384	MRGPRX4	WGS	1	MRGPRX4
chr11	18230685	RP11-113D6.10	WGS	1	RP11-113D6.10
chr11	18258440	SAA4	WGS	-1	SAA4
chr11	18270182	SAA2	WGS	-1	SAA2
chr11	18287811	SAA1	WGS	1	SAA1
chr11	18343721	HPS5	WGS	-1	HPS5
chr11	18344143	GTF2H1	WGS	1	GTF2H1
chr11	18417813	LDHA	WGS	1	LDHA
chr11	18433854	LDHC	WGS	1	LDHC
chr11	18477431	LDHAL6A	WGS	1	LDHAL6A
chr11	18548779	TSG101	WGS	-1	TSG101
chr11	18610230	UEVLD	WGS	-1	UEVLD
chr11	18656040	SPTY2D1	WGS	-1	SPTY2D1
chr11	18720338	TMEM86A	WGS	1	TMEM86A
chr11	18747727	IGSF22	WGS	-1	IGSF22
chr11	18813389	PTPN5	WGS	-1	PTPN5
chr11	18956556	MRGPRX1	negativeControl	-1	MRGPRX1
chr11	19082228	MRGPRX2	WGS	-1	MRGPRX2
chr11	19138676	ZDHHC13	WGS	1	ZDHHC13
chr11	19232120	CSRP3	WGS	-1	CSRP3
chr11	19263167	E2F8	WGS	-1	E2F8
chr11	19735143	NAV2	WGS	1	NAV2
chr11	20181870	DBX1	WGS	-1	DBX1
chr11	20385289	HTATIP2	WGS	1	HTATIP2
chr11	20409076	PRMT3	WGS	1	PRMT3
chr11	20620946	SLC6A5	WGS	1	SLC6A5
chr11	20691118	NELL1	WGS	1	NELL1
chr11	22214722	ANO5	WGS	1	ANO5
chr11	22359643	SLC17A6	WGS	1	SLC17A6
chr11	22647387	FANCF	WGS	-1	FANCF
chr11	22646860	AC103801.2	WGS	1	AC103801.2
chr11	22688161	GAS2	WGS	1	GAS2
chr11	22851411	SVIP	WGS	-1	SVIP
chr11	22881972	CCDC179	WGS	-1	CCDC179
chr11	24518724	LUZP2	WGS	1	LUZP2
chr11	26352971	ANO3	WGS	1	ANO3
chr11	26588775	MUC15	WGS	-1	MUC15
chr11	26743571	SLC5A12	WGS	-1	SLC5A12
chr11	27015628	FIBIN	WGS	1	FIBIN
chr11	27062509	BBOX1	WGS	1	BBOX1
chr11	27385415	CCDC34	WGS	-1	CCDC34
chr11	27494293	LGR4	WGS	-1	LGR4
chr11	27528320	LIN7C	WGS	-1	LIN7C
chr11	27722600	BDNF	WGS	-1	BDNF
chr11	28129855	KIF18A	WGS	-1	KIF18A
chr11	28129901	METTL15	WGS	1	METTL15
chr11	30038570	KCNA4	WGS	-1	KCNA4
chr11	30252563	FSHB	WGS	1	FSHB
chr11	30344598	ARL14EP	WGS	1	ARL14EP
chr11	30602043	MPPED2	WGS	-1	MPPED2
chr11	31391321	DCDC1	WGS	-1	DCDC1
chr11	31391387	DNAJC24	WGS	1	DNAJC24
chr11	31531169	IMMP1L	WGS	-1	IMMP1L
chr11	31531297	ELP4	WGS	1	ELP4
chr11	31839509	PAX6	WGS	-1	PAX6
chr11	32112450	RCN1	WGS	1	RCN1
chr11	32457176	WT1	WGS	-1	WT1
chr11	32605371	EIF3M	WGS	1	EIF3M
chr11	32816187	CCDC73	WGS	-1	CCDC73
chr11	32851489	PRRG4	WGS	1	PRRG4
chr11	32914724	QSER1	WGS	1	QSER1
chr11	33037410	DEPDC7	WGS	1	DEPDC7
chr11	33060963	TCP11L1	WGS	1	TCP11L1
chr11	33183011	CSTF3	WGS	-1	CSTF3
chr11	33279133	HIPK3	WGS	1	HIPK3
chr11	33563821	KIAA1549L	WGS	1	KIAA1549L
chr11	33722347	C11orf91	WGS	-1	C11orf91
chr11	33757985	CD59	WGS	-1	CD59
chr11	33796062	FBXO3	WGS	-1	FBXO3
chr11	33913836	LMO2	WGS	-1	LMO2
chr11	33902189	AC132216.1	WGS	1	AC132216.1
chr11	34073230	CAPRIN1	WGS	1	CAPRIN1
chr11	34127149	NAT10	WGS	1	NAT10
chr11	34379555	ABTB2	WGS	-1	ABTB2
chr11	34460472	CAT	WGS	1	CAT
chr11	34533346	ELF5	WGS	-1	ELF5
chr11	34654011	EHF	WGS	1	EHF
chr11	34938046	APIP	WGS	-1	APIP
chr11	34938119	PDHX	WGS	1	PDHX
chr11	35150215	AL356215.1	WGS	-1	AL356215.1
chr11	35160728	CD44	WGS	1	CD44
chr11	35440796	SLC1A2	WGS	-1	SLC1A2
chr11	35547171	PAMR1	WGS	-1	PAMR1
chr11	35639735	FJX1	WGS	1	FJX1
chr11	35684353	TRIM44	WGS	1	TRIM44
chr11	35965628	LDLRAD3	WGS	1	LDLRAD3
chr11	36310979	COMMD9	WGS	-1	COMMD9
chr11	36397555	PRR5L	WGS	1	PRR5L
chr11	36531822	TRAF6	WGS	-1	TRAF6
chr11	36589575	RAG1	WGS	1	RAG1
chr11	36619786	RAG2	WGS	-1	RAG2
chr11	36616400	C11orf74	WGS	1	C11orf74
chr11	40315664	LRRC4C	WGS	-1	LRRC4C
